data,cidade,latitude,longitude,precipitacao_mm,fonte
2026-07-21,Rio Grande,-32.035,-52.0986,0.2,Open-Meteo NWP
2026-07-21,Santa Cruz do Sul,-29.7186,-52.4311,68.5,Open-Meteo NWP
2026-07-21,Santa Maria,-29.6842,-53.8069,24.7,Open-Meteo NWP
2026-07-21,Uruguaiana,-29.7547,-57.0883,1.4,Open-Meteo NWP
2026-07-22,Bagé,-31.3314,-54.1069,17.9,Open-Meteo NWP
2026-07-22,Caxias do Sul,-29.1681,-51.1794,14.5,Open-Meteo NWP
2026-07-22,Lajeado,-29.4669,-51.9614,21.8,Open-Meteo NWP
2026-07-22,Passo Fundo,-28.2625,-52.4083,33.3,Open-Meteo NWP
2026-07-22,Pelotas,-31.7654,-52.3376,8.9,Open-Meteo NWP
2026-07-22,Porto Alegre,-30.0346,-51.2177,23.6,Open-Meteo NWP
2026-07-22,Rio Grande,-32.035,-52.0986,3.7,Open-Meteo NWP
2026-07-22,Santa Cruz do Sul,-29.7186,-52.4311,21.2,Open-Meteo NWP
2026-07-22,Santa Maria,-29.6842,-53.8069,12.7,Open-Meteo NWP
2026-07-22,Uruguaiana,-29.7547,-57.0883,0.5,Open-Meteo NWP
2026-07-23,Bagé,-31.3314,-54.1069,0.2,Open-Meteo NWP
2026-07-23,Caxias do Sul,-29.1681,-51.1794,3.4,Open-Meteo NWP
2026-07-23,Lajeado,-29.4669,-51.9614,1.1,Open-Meteo NWP
2026-07-23,Passo Fundo,-28.2625,-52.4083,0.4,Open-Meteo NWP
2026-07-23,Pelotas,-31.7654,-52.3376,0.8,Open-Meteo NWP
2026-07-23,Porto Alegre,-30.0346,-51.2177,4.3,Open-Meteo NWP
2026-07-23,Rio Grande,-32.035,-52.0986,0.1,Open-Meteo NWP
2026-07-23,Santa Cruz do Sul,-29.7186,-52.4311,0.5,Open-Meteo NWP
2026-07-23,Santa Maria,-29.6842,-53.8069,0.3,Open-Meteo NWP
2026-07-23,Uruguaiana,-29.7547,-57.0883,0.2,Open-Meteo NWP
